,ID,MR_GOLD,MR_MN,MN,PERM
699,699,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
700,700,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
701,701,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
702,702,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
703,703,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
704,704,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
705,705,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
706,706,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
707,707,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
708,708,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
709,709,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
710,710,answer state next_to_2 state next_to_2 stateid(state_name),answer state next_to_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]"
711,711,answer state next_to_2 state next_to_2 stateid(state_name),answer state next_to_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]"
712,712,answer state next_to_2 state next_to_2 state next_to_2 stateid(state_name),answer state next_to_2 state next_to_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7, 8]"
713,713,answer state next_to_2 state next_to_2 state next_to_2 state next_to_2 stateid(state_name),answer state next_to_2 state next_to_2 state next_to_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"
714,714,answer state next_to_2 state next_to_2 largest_one population_1 state(all),answer state next_to_2 state next_to_2 state(all) largest_one population_1,0,"[1, 2, 3, 4, 5, 8, 6, 7]"
715,715,answer state next_to_2 state traverse_1 riverid(river_name),answer state next_to_2 state riverid(river_name) traverse_1,0,"[1, 2, 3, 4, 6, 5]"
716,716,answer state next_to_2 state traverse_1 riverid(river_name),answer state next_to_2 state riverid(river_name) traverse_1,0,"[1, 2, 3, 4, 6, 5]"
717,717,answer state next_to_2 state traverse_1 riverid(river_name),answer state next_to_2 state riverid(river_name) traverse_1,0,"[1, 2, 3, 4, 6, 5]"
718,718,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
719,719,answer intersection state next_to_2 stateid(state_name) loc_1 major river(all),answer state next_to_2 stateid(state_name) intersection loc_1 major river(all),0,"[1, 3, 4, 5, 2, 6, 7, 8]"
720,720,answer state next_to_2 riverid(river_name),answer state next_to_2 riverid(river_name),1,"[1, 2, 3, 4]"
721,721,answer state next_to_2 largest_one population_1 state(all),answer state next_to_2 largest_one population_1 state(all),1,"[1, 2, 3, 4, 5, 6]"
722,722,answer state next_to_2 most state next_to_2 state(all),answer state next_to_2 state next_to_2 most state(all),0,"[1, 2, 3, 5, 6, 4, 7]"
723,723,answer state next_to_2 most state loc_1 city(all),answer state next_to_2 state loc_1 most city(all),0,"[1, 2, 3, 5, 6, 4, 7]"
724,724,answer state next_to_2 most state loc_1 major city(all),answer state next_to_2 state loc_1 most major city(all),0,"[1, 2, 3, 5, 6, 4, 7, 8]"
725,725,answer state next_to_2 smallest_one area_1 state(all),answer state next_to_2 state(all) smallest_one area_1,0,"[1, 2, 3, 6, 4, 5]"
726,726,answer state next_to_2 most state loc_1 city(all),answer state next_to_2 state loc_1 most city(all),0,"[1, 2, 3, 5, 6, 4, 7]"
727,727,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
728,728,"answer state capital_2 cityid(city_name, _)","answer state capital_2 cityid(city_name, _)",1,"[1, 2, 3, 4, 5]"
729,729,answer state loc_1 major river(all),answer state loc_1 major river(all),1,"[1, 2, 3, 4, 5]"
730,730,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]"
731,731,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]"
732,732,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]"
733,733,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]"
734,734,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]"
735,735,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]"
736,736,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]"
737,737,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]"
738,738,answer state traverse_1 shortest river(all),answer state shortest river(all) traverse_1,0,"[1, 2, 4, 5, 3]"
739,739,answer state loc_1 capital highest place(all),answer state loc_1 capital highest place(all),1,"[1, 2, 3, 4, 5, 6]"
740,740,"answer state loc_1 city cityid(city_name, _)","answer state loc_1 city cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6]"
741,741,"answer state loc_1 city cityid(city_name, _)","answer state loc_1 city cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6]"
742,742,"answer state loc_1 city cityid(city_name, _)","answer state loc_1 city cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6]"
743,743,"answer state loc_1 city cityid(city_name, _)","answer state loc_1 city cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6]"
744,744,"answer state loc_1 city cityid(city_name, _)","answer state loc_1 city cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6]"
745,745,"answer state loc_1 city cityid(city_name, _)","answer state loc_1 city cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6]"
746,746,"answer state loc_1 city cityid(city_name, _)","answer state loc_1 city cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6]"
747,747,answer exclude state(all) next_to_2 state(all),answer state(all) exclude next_to_2 state(all),0,"[1, 3, 2, 4, 5]"
748,748,answer state loc_1 river riverid(river_name),answer state loc_1 river riverid(river_name),1,"[1, 2, 3, 4, 5]"
749,749,answer state traverse_1 river(all),answer state river(all) traverse_1,0,"[1, 2, 4, 3]"
750,750,"answer state loc_1 city cityid(city_name, _)","answer state loc_1 city cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6]"
751,751,answer state high_point_2 higher_2 high_point_1 stateid(state_name),answer state high_point_2 higher_2 high_point_1 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]"
752,752,"answer intersection state loc_2 countryid(country_name) loc_1 city cityid(city_name, _)","answer intersection state loc_2 countryid(country_name) loc_1 city cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
753,753,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
754,754,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
755,755,answer largest_one population_1 city loc_2 stateid(state_name),answer stateid(state_name) city loc_2 largest_one population_1,0,"[1, 6, 4, 5, 2, 3]"
756,756,answer largest city(all),answer largest city(all),1,"[1, 2, 3]"
757,757,answer loc_1 mountain(all),answer loc_1 mountain(all),1,"[1, 2, 3]"
758,758,"answer loc_1 cityid(city_name, _)","answer loc_1 cityid(city_name, _)",1,"[1, 2, 3, 4]"
759,759,"answer loc_1 cityid(city_name, _)","answer loc_1 cityid(city_name, _)",1,"[1, 2, 3, 4]"
760,760,"answer loc_1 cityid(city_name, _)","answer loc_1 cityid(city_name, _)",1,"[1, 2, 3, 4]"
761,761,"answer loc_1 cityid(city_name, _)","answer loc_1 cityid(city_name, _)",1,"[1, 2, 3, 4]"
762,762,"answer loc_1 cityid(city_name, _)","answer loc_1 cityid(city_name, _)",1,"[1, 2, 3, 4]"
763,763,"answer loc_1 cityid(city_name, _)","answer loc_1 cityid(city_name, _)",1,"[1, 2, 3, 4]"
764,764,answer loc_1 stateid(state_name),answer loc_1 stateid(state_name),1,"[1, 2, 3]"
765,765,answer loc_1 placeid(mount whitney,answer loc_1 placeid(place_name),1,"[1, 2, 3, 4]"
766,766,answer loc_1 placeid(mount whitney,answer loc_1 placeid(place_name),1,"[1, 2, 3, 4]"
767,767,answer loc_1 stateid(state_name),answer loc_1 stateid(state_name),1,"[1, 2, 3]"
768,768,"answer loc_1 cityid(city_name, _)","answer loc_1 cityid(city_name, _)",1,"[1, 2, 3, 4]"
769,769,"answer loc_1 cityid(city_name, _)","answer loc_1 cityid(city_name, _)",1,"[1, 2, 3, 4]"
770,770,"answer loc_1 cityid(city_name, _)","answer loc_1 cityid(city_name, _)",1,"[1, 2, 3, 4]"
771,771,"answer loc_1 cityid(city_name, _)","answer loc_1 cityid(city_name, _)",1,"[1, 2, 3, 4]"
772,772,"answer loc_1 cityid(city_name, _)","answer loc_1 cityid(city_name, _)",1,"[1, 2, 3, 4]"
773,773,"answer loc_1 cityid(city_name, _)","answer loc_1 cityid(city_name, _)",1,"[1, 2, 3, 4]"
774,774,answer loc_1 riverid(river_name),answer loc_1 riverid(river_name),1,"[1, 2, 3]"
775,775,answer highest mountain loc_2 countryid(country_name),answer highest mountain loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
776,776,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
777,777,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
778,778,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
779,779,answer lowest place loc_2 countryid(country_name),answer lowest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
780,780,answer lowest place loc_2 stateid(state_name),answer lowest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
781,781,answer largest_one population_1 city loc_2 stateid(state_name),answer largest_one population_1 city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]"
782,782,answer loc_1 smallest city(all),answer loc_1 smallest city(all),1,"[1, 2, 3, 4]"
783,783,answer capital loc_2 state next_to_2 stateid(state_name),answer capital loc_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]"
784,784,answer exclude capital(all) major city(all),answer capital(all) exclude major city(all),0,"[1, 3, 2, 4, 5]"
785,785,answer largest_one population_1 city loc_2 stateid(state_name),answer city loc_2 stateid(state_name) largest_one population_1,0,"[1, 4, 5, 6, 2, 3]"
786,786,answer density_1 state traverse_1 longest river loc_2 countryid(country_name),answer density_1 state longest river loc_2 countryid(country_name) traverse_1,0,"[1, 2, 3, 5, 6, 7, 8, 4]"
787,787,answer highest exclude mountain(all) loc_2 stateid(state_name),answer highest mountain(all) exclude loc_2 stateid(state_name),0,"[1, 2, 4, 3, 5, 6]"
788,788,answer longest river loc_2 countryid(country_name),answer longest river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
789,789,answer lowest place loc_2 state traverse_1 riverid(river_name),answer lowest place loc_2 state riverid(river_name) traverse_1,0,"[1, 2, 3, 4, 5, 7, 6]"
790,790,answer shortest river(all),answer shortest river(all),1,"[1, 2, 3]"
791,791,answer smallest state(all),answer smallest state(all),1,"[1, 2, 3]"
792,792,answer largest_one population_1 state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name) largest_one population_1,0,"[1, 4, 5, 6, 2, 3]"
793,793,answer most river traverse_2 state(all),answer river traverse_2 most state(all),0,"[1, 3, 4, 2, 5]"
794,794,answer most river traverse_2 state(all),answer river traverse_2 most state(all),0,"[1, 3, 4, 2, 5]"
795,795,answer most river traverse_2 state(all),answer river traverse_2 most state(all),0,"[1, 3, 4, 2, 5]"
796,796,answer most river traverse_2 state(all),answer river traverse_2 most state(all),0,"[1, 3, 4, 2, 5]"
797,797,answer river loc_2 stateid(state_name),answer river loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
798,798,answer exclude river(all) traverse_2 stateid(state_name),answer river(all) exclude traverse_2 stateid(state_name),0,"[1, 3, 2, 4, 5]"
799,799,answer exclude river(all) traverse_2 countryid(country_name),answer river(all) exclude traverse_2 countryid(country_name),0,"[1, 3, 2, 4, 5]"
800,800,answer river traverse_2 stateid(state_name),answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4]"
801,801,answer river traverse_2 state next_to_2 stateid(state_name),answer river traverse_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]"
802,802,"answer river traverse_2 state next_to_2 state loc_1 capital cityid(city_name, _)","answer river traverse_2 state next_to_2 state loc_1 capital cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"
803,803,answer river traverse_2 fewest state loc_1 city(all),answer river traverse_2 state loc_1 fewest city(all),0,"[1, 2, 3, 5, 6, 4, 7]"
804,804,answer river traverse_2 state loc_1 largest city loc_2 countryid(country_name),answer river traverse_2 state loc_1 largest city loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
805,805,answer river traverse_2 state loc_1 lowest place loc_2 countryid(country_name),answer river traverse_2 state loc_1 lowest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
806,806,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
807,807,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
808,808,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
809,809,answer most state next_to_2 state(all),answer state next_to_2 most state(all),0,"[1, 3, 4, 2, 5]"
810,810,answer most state next_to_2 state(all),answer state next_to_2 most state(all),0,"[1, 3, 4, 2, 5]"
811,811,answer smallest_one population_1 capital(all),answer capital(all) smallest_one population_1,0,"[1, 4, 2, 3]"
812,812,answer most state loc_1 river(all),answer state loc_1 most river(all),0,"[1, 3, 4, 2, 5]"
813,813,answer largest_one population_1 state(all),answer state(all) largest_one population_1,0,"[1, 4, 2, 3]"
814,814,answer largest_one density_1 state(all),answer state(all) largest_one density_1,0,"[1, 4, 2, 3]"
815,815,answer largest_one population_1 state(all),answer state(all) largest_one population_1,0,"[1, 4, 2, 3]"
816,816,answer state loc_1 highest place(all),answer state loc_1 highest place(all),1,"[1, 2, 3, 4, 5]"
817,817,answer state loc_1 highest place(all),answer state loc_1 highest place(all),1,"[1, 2, 3, 4, 5]"
818,818,answer state loc_1 highest place(all),answer state loc_1 highest place(all),1,"[1, 2, 3, 4, 5]"
819,819,answer largest_one density_1 state(all),answer state(all) largest_one density_1,0,"[1, 4, 2, 3]"
820,820,answer state loc_1 largest city(all),answer state loc_1 largest city(all),1,"[1, 2, 3, 4, 5]"
821,821,answer largest_one density_1 state(all),answer state(all) largest_one density_1,0,"[1, 4, 2, 3]"
822,822,answer smallest_one density_1 state(all),answer state(all) smallest_one density_1,0,"[1, 4, 2, 3]"
823,823,answer state loc_1 longest river(all),answer state loc_1 longest river(all),1,"[1, 2, 3, 4, 5]"
824,824,answer state loc_1 lowest place(all),answer state loc_1 lowest place(all),1,"[1, 2, 3, 4, 5]"
825,825,answer state loc_1 lowest place loc_2 next_to_2 stateid(state_name),answer state loc_1 lowest place loc_2 next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7, 8]"
826,826,answer smallest_one density_1 state(all),answer state(all) smallest_one density_1,0,"[1, 4, 2, 3]"
827,827,answer most state loc_1 major city(all),answer state loc_1 most major city(all),0,"[1, 3, 4, 2, 5, 6]"
828,828,answer most state loc_1 major river(all),answer state loc_1 most major river(all),0,"[1, 3, 4, 2, 5, 6]"
829,829,answer most state traverse_1 major river(all),answer state most major river(all) traverse_1,0,"[1, 3, 2, 5, 6, 4]"
830,830,answer largest_one population_1 state(all),answer state(all) largest_one population_1,0,"[1, 4, 2, 3]"
831,831,answer largest_one population_1 state(all),answer state(all) largest_one population_1,0,"[1, 4, 2, 3]"
832,832,answer most state loc_1 river(all),answer state loc_1 most river(all),0,"[1, 3, 4, 2, 5]"
833,833,answer most state traverse_1 river(all),answer state most river(all) traverse_1,0,"[1, 3, 2, 5, 4]"
834,834,answer state loc_1 riverid(river_name),answer state loc_1 riverid(river_name),1,"[1, 2, 3, 4]"
835,835,answer smallest_one area_1 state next_to_2 stateid(state_name),answer state smallest_one area_1 next_to_2 stateid(state_name),0,"[1, 4, 2, 3, 5, 6]"
836,836,answer smallest_one density_1 state(all),answer state(all) smallest_one density_1,0,"[1, 4, 2, 3]"
837,837,answer smallest_one density_1 state(all),answer state(all) smallest_one density_1,0,"[1, 4, 2, 3]"
838,838,answer smallest_one density_1 state(all),answer state(all) smallest_one density_1,0,"[1, 4, 2, 3]"
839,839,"answer state loc_1 cityid(city_name, _)","answer state cityid(city_name, _) loc_1",0,"[1, 2, 4, 5, 3]"
840,840,answer state loc_1 placeid(place_name),answer state placeid(place_name) loc_1,0,"[1, 2, 4, 3]"
841,841,"answer state loc_1 city cityid(city_name, _)","answer state city cityid(city_name, _) loc_1",0,"[1, 2, 4, 5, 6, 3]"
842,842,answer state loc_1 largest city loc_2 stateid(state_name),answer state largest city loc_2 stateid(state_name) loc_1,0,"[1, 2, 4, 5, 6, 7, 3]"
843,843,answer smallest state(all),answer state(all) smallest,0,"[1, 3, 2]"
844,844,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
845,845,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
846,846,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
847,847,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
848,848,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
849,849,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
850,850,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
851,851,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
852,852,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
853,853,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
854,854,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
855,855,answer exclude state(all) next_to_2 state(all),answer state(all) next_to_2 exclude state(all),0,"[1, 3, 4, 2, 5]"
856,856,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
857,857,answer state next_to_2 state traverse_1 riverid(river_name),answer state next_to_2 state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5, 6]"
858,858,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]"
859,859,answer state next_to_2 longest river loc_2 countryid(country_name),answer state next_to_2 longest river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7]"
860,860,answer state next_to_2 riverid(river_name),answer state next_to_2 riverid(river_name),1,"[1, 2, 3, 4]"
861,861,answer state next_to_2 smallest_one area_1 state(all),answer state next_to_2 state(all) smallest_one area_1,0,"[1, 2, 3, 6, 4, 5]"
862,862,answer state loc_1 largest city capital_1 state(all),answer state loc_1 capital_1 city largest state(all),0,"[1, 2, 3, 6, 5, 4, 7]"
863,863,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]"
864,864,answer exclude state(all) next_to_2 stateid(state_name),answer state(all) exclude next_to_2 stateid(state_name),0,"[1, 3, 2, 4, 5]"
865,865,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]"
866,866,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]"
867,867,answer state traverse_1 longest river(all),answer state longest river(all) traverse_1,0,"[1, 2, 4, 5, 3]"
868,868,answer state traverse_1 longest river(all),answer state longest river(all) traverse_1,0,"[1, 2, 4, 5, 3]"
869,869,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]"
870,870,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]"
871,871,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]"
872,872,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]"
873,873,"answer state loc_1 major city cityid(city_name, _)","answer state loc_1 major city cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6, 7]"
874,874,answer state loc_1 river(all),answer state loc_1 river(all),1,"[1, 2, 3, 4]"
875,875,"answer state loc_1 city cityid(city_name, _)","answer state loc_1 city cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6]"
876,876,answer state loc_1 place higher_2 highest place loc_2 stateid(state_name),answer state loc_1 place higher_2 highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
877,877,answer state loc_1 place higher_2 highest place loc_2 stateid(state_name),answer state loc_1 place higher_2 highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
878,878,answer state traverse_1 longest river loc_2 countryid(country_name),answer state traverse_1 longest river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7]"
879,879,answer largest_one density_1 city(all),answer city(all) largest_one density_1,0,"[1, 4, 2, 3]"
