,split,NL,MR,ALIGNMENT
3789,train,on november twenty third what flights are available between boston and denver on american airlines,"answer(_flight(intersection(_airline_2(airline_code(aa)),_from_2(city_name(boston)),_to_2(city_name(denver)),_day_number_2(day_number(23)),_month_2(month(november)))))","[['on', 'month'], ['november', 'november'], ['NULL', 'intersection'], ['twenty', '23'], ['third', 'NULL'], ['what', 'answer'], ['flights', '_flight'], ['are', 'NULL'], ['available', 'NULL'], ['between', '_from_2'], ['NULL', 'day_number'], ['boston', 'city_name(boston)'], ['NULL', '_month_2'], ['and', '_to_2'], ['denver', 'city_name(denver)'], ['on', 'NULL'], ['american', 'airline_code(aa)'], ['airlines', '_airline_2']]"
3790,train,what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars,"answer(_restriction_code(_flight(intersection(_fare_2(dollar(416)),_from_2(city_name(pittsburgh)),_to_2(city_name(atlanta))))))","[['what', 'answer'], ['are', '_restriction_code(_flight)'], ['NULL', 'intersection'], ['the', 'NULL'], ['air', 'NULL'], ['restrictions', 'NULL'], ['on', 'NULL'], ['flights', '_fare_2'], ['from', '_from_2'], ['pittsburgh', 'city_name(pittsburgh)'], ['to', '_to_2'], ['atlanta', 'city_name(atlanta)'], ['for', 'NULL'], ['the', 'NULL'], ['airfare', '416'], ['of', 'NULL'], ['416', 'NULL'], ['dollars', 'dollar']]"
3791,train,what is your earliest flight from boston to washington on august twenty seventh,"answer(argmin_departure_time(_flight(intersection(_from_2(city_name(boston)),_to_2(city_name(washington)),_day_number_2(day_number(27)),_month_2(month(august))))))","[['what', 'answer'], ['is', 'argmin_departure_time'], ['your', 'NULL'], ['earliest', 'NULL'], ['flight', '_flight'], ['from', '_from_2'], ['boston', 'city_name(boston)'], ['to', '_to_2'], ['NULL', '_day_number_2'], ['NULL', 'day_number'], ['washington', 'city_name(washington)'], ['NULL', '_month_2'], ['on', 'month'], ['august', 'august'], ['twenty', '27'], ['seventh', 'NULL']]"
3792,train,i need a flight from new york city to montreal thursday may six,"answer(_flight(intersection(_from_2(city_name(new_york)),_to_2(city_name(montreal)),_day_2(day(thursday)),_day_number_2(day_number(6)),_month_2(month(may)))))","[['i', 'answer'], ['need', 'NULL'], ['NULL', 'intersection'], ['a', 'NULL'], ['flight', '_flight'], ['from', '_from_2'], ['new', 'city_name(new_york)'], ['NULL', '_day_2'], ['NULL', 'day'], ['york', 'NULL'], ['NULL', '_day_number_2'], ['NULL', 'day_number'], ['city', 'NULL'], ['NULL', '_month_2'], ['NULL', 'month'], ['to', '_to_2'], ['montreal', 'city_name(montreal)'], ['thursday', 'thursday'], ['may', 'may'], ['six', '6']]"
3793,train,what flights are there from nashville to houston tomorrow evening that serve dinner,"answer(_flight(_tomorrow(intersection(_meal_2(meal_description(dinner)),_during_day_2(day_period(evening)),_from_2(city_name(nashville)),_to_2(city_name(houston))))))","[['what', 'answer'], ['flights', '_flight'], ['are', 'NULL'], ['NULL', 'intersection'], ['there', 'NULL'], ['from', '_from_2'], ['nashville', 'city_name(nashville)'], ['NULL', '_during_day_2'], ['NULL', 'day_period'], ['to', '_to_2'], ['houston', 'city_name(houston)'], ['tomorrow', '_tomorrow'], ['evening', 'evening'], ['that', 'meal_description'], ['serve', '_meal_2'], ['dinner', 'dinner']]"
3794,train,i'd like a flight tomorrow evening from nashville to houston that includes dinner for tomorrow,"answer(_flight(_tomorrow(intersection(_meal_2(meal_description(dinner)),_during_day_2(day_period(evening)),_from_2(city_name(nashville)),_to_2(city_name(houston))))))","[[""i'd"", 'answer'], ['like', 'NULL'], ['a', 'NULL'], ['flight', '_flight'], ['tomorrow', '_tomorrow'], ['evening', 'evening'], ['from', '_from_2'], ['NULL', '_during_day_2'], ['NULL', 'day_period'], ['nashville', 'city_name(nashville)'], ['to', '_to_2'], ['houston', 'city_name(houston)'], ['that', 'meal_description'], ['includes', '_meal_2'], ['dinner', 'dinner'], ['for', 'NULL'], ['tomorrow', 'NULL']]"
3795,train,please give me information on a flight on april seventeen from philadelphia to boston as early as possible,"answer(argmin_departure_time(_flight(intersection(_from_2(city_name(philadelphia)),_to_2(city_name(boston)),_day_number_2(day_number(17)),_month_2(month(april))))))","[['please', 'answer'], ['NULL', 'argmin_departure_time'], ['give', 'NULL'], ['NULL', 'intersection'], ['me', 'NULL'], ['information', 'NULL'], ['on', 'NULL'], ['a', 'NULL'], ['flight', '_flight'], ['NULL', 'day_number'], ['on', '_day_number_2'], ['NULL', '_month_2'], ['NULL', 'month'], ['april', 'april'], ['seventeen', '17'], ['from', '_from_2'], ['philadelphia', 'city_name(philadelphia)'], ['to', '_to_2'], ['boston', 'city_name(boston)'], ['as', 'NULL'], ['early', 'NULL'], ['as', 'NULL'], ['possible', 'NULL']]"
3796,train,are there any american airlines flights flying into pittsburgh between 12 and 4 in the afternoon,"answer(_flight(intersection(_airline_2(airline_code(aa)),_>_arrival_time_2(time(1200)),_<_arrival_time_2(time(1600)),_to_2(city_name(pittsburgh)))))","[['are', 'answer'], ['there', 'NULL'], ['NULL', 'intersection'], ['any', 'NULL'], ['american', 'airline_code(aa)'], ['airlines', '_airline_2'], ['NULL', 'time'], ['flights', '_flight'], ['flying', 'NULL'], ['NULL', 'time'], ['into', '_to_2'], ['pittsburgh', 'city_name(pittsburgh)'], ['between', '_>_arrival_time_2'], ['12', '1200'], ['and', 'NULL'], ['4', '1600'], ['in', '_<_arrival_time_2'], ['the', 'NULL'], ['afternoon', 'NULL']]"
3797,train,please list the cheapest flights from dallas to baltimore arriving on may seventh,"answer(argmin_fare(_flight(intersection(_from_2(city_name(dallas)),_to_2(city_name(baltimore)),_month_arrival_2(month(may)),_day_number_arrival_2(day_number(7))))))","[['please', 'answer'], ['list', 'NULL'], ['the', 'NULL'], ['cheapest', 'argmin_fare'], ['flights', '_flight'], ['from', '_from_2'], ['dallas', 'city_name(dallas)'], ['to', '_to_2'], ['baltimore', 'city_name(baltimore)'], ['arriving', '_month_arrival_2'], ['on', 'month'], ['NULL', '_day_number_arrival_2'], ['NULL', 'day_number'], ['may', 'may'], ['seventh', '7']]"
3798,train,show me a list of flights from boston to atlanta leaving after noon and arriving before 7pm,"answer(_flight(intersection(_>_departure_time_2(time(1200)),_<_arrival_time_2(time(1900)),_from_2(city_name(boston)),_to_2(city_name(atlanta)))))","[['show', 'answer'], ['me', 'NULL'], ['NULL', 'intersection'], ['a', 'NULL'], ['list', 'NULL'], ['of', 'NULL'], ['flights', '_flight'], ['from', '_from_2'], ['boston', 'city_name(boston)'], ['to', '_to_2'], ['atlanta', 'city_name(atlanta)'], ['leaving', 'time'], ['after', '_>_departure_time_2'], ['noon', '1200'], ['and', 'time'], ['arriving', '_<_arrival_time_2'], ['before', 'NULL'], ['7pm', '1900']]"
3799,train,list number of people that can be carried on each type of plane that flies between pittsburgh and baltimore,"answer(_capacity(_aircraft_1(_flight(intersection(_from_2(city_name(pittsburgh)),_to_2(city_name(baltimore)))))))","[['list', 'answer'], ['number', '_capacity'], ['of', 'NULL'], ['people', 'NULL'], ['NULL', 'intersection'], ['that', 'NULL'], ['can', 'NULL'], ['be', 'NULL'], ['carried', 'NULL'], ['on', 'NULL'], ['each', 'NULL'], ['type', '_aircraft_1'], ['of', 'NULL'], ['plane', 'NULL'], ['that', 'NULL'], ['flies', '_flight'], ['between', '_from_2'], ['pittsburgh', 'city_name(pittsburgh)'], ['and', '_to_2'], ['baltimore', 'city_name(baltimore)']]"
3800,train,round trip fares from denver to philadelphia less than 1000 dollars,"answer(_fare(_round_trip(intersection(_<_fare_2(dollar(1000)),_from_2(city_name(denver)),_to_2(city_name(philadelphia))))))","[['NULL', 'answer'], ['round', '_round_trip'], ['trip', 'NULL'], ['NULL', 'intersection'], ['fares', '_fare'], ['from', '_from_2'], ['denver', 'city_name(denver)'], ['to', '_to_2'], ['philadelphia', 'city_name(philadelphia)'], ['less', 'dollar'], ['than', '_<_fare_2'], ['1000', '1000'], ['dollars', 'NULL']]"
3801,train,what about the eastern airlines flights arriving in pittsburgh between 12 and 4 in the afternoon,"answer(_flight(intersection(_airline_2(airline_code(ea)),_>_arrival_time_2(time(1200)),_<_arrival_time_2(time(1600)),_to_2(city_name(pittsburgh)))))","[['what', 'answer'], ['about', 'NULL'], ['NULL', 'intersection'], ['the', 'NULL'], ['eastern', 'airline_code(ea)'], ['airlines', '_airline_2'], ['flights', '_flight'], ['arriving', '_<_arrival_time_2'], ['in', '_to_2'], ['pittsburgh', 'city_name(pittsburgh)'], ['between', '_>_arrival_time_2'], ['12', '1200'], ['and', 'time'], ['4', '1600'], ['in', 'time'], ['the', 'NULL'], ['afternoon', 'NULL']]"
3802,train,i would like your rates between atlanta and boston on september third,"answer(_fare(intersection(_from_2(city_name(atlanta)),_to_2(city_name(boston)),_day_number_2(day_number(3)),_month_2(month(september)))))","[['i', 'answer'], ['would', 'NULL'], ['NULL', 'intersection'], ['like', 'NULL'], ['your', '_fare'], ['rates', '3'], ['between', '_from_2'], ['NULL', '_day_number_2'], ['NULL', 'day_number'], ['atlanta', 'city_name(atlanta)'], ['NULL', '_month_2'], ['and', '_to_2'], ['boston', 'city_name(boston)'], ['on', 'month'], ['september', 'september'], ['third', 'NULL']]"
3803,train,show me all the us air flights to pittsburgh between 12 and 4 in the afternoon,"answer(_flight(intersection(_airline_2(airline_code(us)),_>_arrival_time_2(time(1200)),_<_arrival_time_2(time(1600)),_to_2(city_name(pittsburgh)))))","[['show', 'answer'], ['me', 'NULL'], ['NULL', 'intersection'], ['NULL', '_airline_2'], ['all', 'NULL'], ['the', 'NULL'], ['us', 'airline_code(us)'], ['air', 'NULL'], ['flights', '_flight'], ['NULL', 'time'], ['to', '_to_2'], ['pittsburgh', 'city_name(pittsburgh)'], ['between', '_>_arrival_time_2'], ['12', '1200'], ['and', 'time'], ['4', '1600'], ['in', '_<_arrival_time_2'], ['the', 'NULL'], ['afternoon', 'NULL']]"
3804,train,round trip fares from denver to philadelphia under 1000 dollars,"answer(_fare(_round_trip(intersection(_<_fare_2(dollar(1000)),_from_2(city_name(denver)),_to_2(city_name(philadelphia))))))","[['NULL', 'answer'], ['round', '_round_trip'], ['trip', 'NULL'], ['NULL', 'intersection'], ['fares', '_fare'], ['from', '_from_2'], ['NULL', '1000'], ['denver', 'city_name(denver)'], ['to', '_to_2'], ['philadelphia', 'city_name(philadelphia)'], ['under', 'dollar'], ['1000', '_<_fare_2'], ['dollars', 'NULL']]"
3805,train,which flights depart burbank after noon and arrive in denver by 6pm,"answer(_flight(intersection(_>_departure_time_2(time(1200)),_<_arrival_time_2(time(1800)),_from_2(city_name(burbank)),_to_2(city_name(denver)))))","[['which', 'answer'], ['flights', '_flight'], ['NULL', 'intersection'], ['depart', '_from_2'], ['NULL', 'time'], ['burbank', 'city_name(burbank)'], ['after', '_>_departure_time_2'], ['noon', '1200'], ['and', '_to_2'], ['arrive', '_<_arrival_time_2'], ['in', 'time'], ['denver', 'city_name(denver)'], ['by', 'NULL'], ['6pm', '1800']]"
3806,train,please list the cheapest flight from dallas to baltimore arriving on may seventh,"answer(argmin_fare(_flight(intersection(_from_2(city_name(dallas)),_to_2(city_name(baltimore)),_month_arrival_2(month(may)),_day_number_arrival_2(day_number(7))))))","[['please', 'answer'], ['list', 'NULL'], ['the', 'NULL'], ['cheapest', 'argmin_fare'], ['flight', '_flight'], ['from', '_from_2'], ['dallas', 'city_name(dallas)'], ['to', '_to_2'], ['baltimore', 'city_name(baltimore)'], ['arriving', '_month_arrival_2'], ['on', 'month'], ['NULL', '_day_number_arrival_2'], ['NULL', 'day_number'], ['may', 'may'], ['seventh', '7']]"
3807,train,does flight ua 281 from boston to denver leave on tuesday,"answer(_flight(intersection(_airline_2(airline_code(ua)),_flight_number_2(flight_number(281)),_from_2(city_name(boston)),_to_2(city_name(denver)),_day_2(day(tuesday)))))","[['NULL', 'answer'], ['does', '_airline_2'], ['flight', '_flight'], ['ua', 'airline_code(ua)'], ['281', '281'], ['NULL', '_flight_number_2'], ['NULL', 'flight_number'], ['from', '_from_2'], ['boston', 'city_name(boston)'], ['to', '_to_2'], ['denver', 'city_name(denver)'], ['leave', 'NULL'], ['on', '_day_2'], ['NULL', 'day'], ['tuesday', 'tuesday']]"
3808,train,what are the flights from las vegas to burbank also on saturday may twenty two,"answer(_flight(intersection(_from_2(city_name(las_vegas)),_to_2(city_name(burbank)),_day_2(day(saturday)),_day_number_2(day_number(22)),_month_2(month(may)))))","[['what', 'answer'], ['are', 'NULL'], ['NULL', 'intersection'], ['the', 'NULL'], ['flights', '_flight'], ['from', '_from_2'], ['las', 'city_name(las_vegas)'], ['vegas', 'NULL'], ['NULL', 'day'], ['to', '_to_2'], ['NULL', '_day_number_2'], ['NULL', 'day_number'], ['burbank', 'city_name(burbank)'], ['NULL', '_month_2'], ['NULL', 'month'], ['also', 'NULL'], ['on', '_day_2'], ['saturday', 'saturday'], ['may', 'may'], ['twenty', '22'], ['two', 'NULL']]"
3809,train,show me all the flights between dallas fort worth and either san francisco or oakland that depart between 5 and 7pm,"answer(_flight(intersection(_approx_departure_time_2(time(1730)),_from_2(city_name(dallas)),or(_to_2(city_name(san_francisco)),_to_2(city_name(oakland))))))","[['show', 'answer'], ['me', 'NULL'], ['NULL', 'intersection'], ['NULL', '_approx_departure_time_2'], ['all', 'NULL'], ['the', 'NULL'], ['flights', '_flight'], ['between', '_from_2'], ['dallas', 'city_name(dallas)'], ['fort', 'NULL'], ['worth', 'NULL'], ['NULL', '_to_2'], ['and', 'time'], ['either', 'or'], ['san', 'city_name(san_francisco)'], ['francisco', 'NULL'], ['or', 'NULL'], ['oakland', 'city_name(oakland)'], ['that', 'NULL'], ['depart', '1730'], ['between', 'NULL'], ['5', 'NULL'], ['and', '_to_2'], ['7pm', 'NULL']]"
3810,train,on november twenty third what flights go from atlanta to denver on delta airlines,"answer(_flight(intersection(_airline_2(airline_code(dl)),_from_2(city_name(atlanta)),_to_2(city_name(denver)),_day_number_2(day_number(23)),_month_2(month(november)))))","[['on', 'month'], ['november', 'november'], ['NULL', 'intersection'], ['twenty', '23'], ['third', 'NULL'], ['what', 'answer'], ['flights', '_flight'], ['go', 'NULL'], ['from', '_from_2'], ['atlanta', 'city_name(atlanta)'], ['NULL', 'day_number'], ['to', '_to_2'], ['NULL', '_month_2'], ['denver', 'city_name(denver)'], ['on', '_day_number_2'], ['delta', 'airline_code(dl)'], ['airlines', '_airline_2']]"
3811,train,round trip fares from denver to philadelphia less than 1000 dollars,"answer(_fare(_round_trip(intersection(_<_fare_2(dollar(1000)),_from_2(city_name(denver)),_to_2(city_name(philadelphia))))))","[['NULL', 'answer'], ['round', '_round_trip'], ['trip', 'NULL'], ['NULL', 'intersection'], ['fares', '_fare'], ['from', '_from_2'], ['denver', 'city_name(denver)'], ['to', '_to_2'], ['philadelphia', 'city_name(philadelphia)'], ['less', 'dollar'], ['than', '_<_fare_2'], ['1000', '1000'], ['dollars', 'NULL']]"
3812,train,what are the united airlines flights between baltimore and denver on august twelfth,"answer(_flight(intersection(_airline_2(airline_code(ua)),_from_2(city_name(baltimore)),_to_2(city_name(denver)),_day_number_2(day_number(12)),_month_2(month(august)))))","[['what', 'answer'], ['are', 'NULL'], ['NULL', 'intersection'], ['the', 'NULL'], ['united', 'airline_code(ua)'], ['airlines', '_airline_2'], ['flights', '_flight'], ['between', '_from_2'], ['baltimore', 'city_name(baltimore)'], ['NULL', '_day_number_2'], ['NULL', 'day_number'], ['and', '_to_2'], ['NULL', '_month_2'], ['denver', 'city_name(denver)'], ['on', 'month'], ['august', 'august'], ['twelfth', '12']]"
3813,train,round trip fares from denver to philadelphia less than 1000 dollars,"answer(_fare(_round_trip(intersection(_<_fare_2(dollar(1000)),_from_2(city_name(denver)),_to_2(city_name(philadelphia))))))","[['NULL', 'answer'], ['round', '_round_trip'], ['trip', 'NULL'], ['NULL', 'intersection'], ['fares', '_fare'], ['from', '_from_2'], ['denver', 'city_name(denver)'], ['to', '_to_2'], ['philadelphia', 'city_name(philadelphia)'], ['less', 'dollar'], ['than', '_<_fare_2'], ['1000', '1000'], ['dollars', 'NULL']]"
3814,train,does eastern airlines fly early in the morning between logan and bwi,"answer(_flight(intersection(_airline_2(airline_code(ea)),_during_day_2(day_period(early)),_during_day_2(day_period(morning)),_from_2(airport_code(bos)),_to_2(airport_code(bwi)))))","[['NULL', 'answer'], ['does', '_airline_2'], ['NULL', 'intersection'], ['eastern', 'airline_code(ea)'], ['airlines', 'NULL'], ['NULL', '_during_day_2'], ['NULL', 'day_period'], ['fly', '_flight'], ['NULL', '_during_day_2'], ['early', 'early'], ['in', 'day_period'], ['the', 'NULL'], ['morning', 'morning'], ['between', '_from_2'], ['logan', 'airport_code(bos)'], ['and', '_to_2'], ['bwi', 'airport_code(bwi)']]"
3815,train,i want a flight from san francisco to denver leaving san francisco in the afternoon arriving denver around 5 in the afternoon,"answer(_flight(intersection(_approx_arrival_time_2(time(1700)),_during_day_2(day_period(afternoon)),_from_2(city_name(san_francisco)),_to_2(city_name(denver)))))","[['i', 'answer'], ['want', 'NULL'], ['NULL', 'intersection'], ['a', 'NULL'], ['flight', '_flight'], ['from', '_from_2'], ['san', 'city_name(san_francisco)'], ['francisco', 'NULL'], ['to', '_to_2'], ['denver', 'city_name(denver)'], ['leaving', '_during_day_2'], ['san', 'NULL'], ['francisco', 'NULL'], ['in', 'day_period'], ['the', 'NULL'], ['afternoon', 'afternoon'], ['arriving', '_approx_arrival_time_2'], ['denver', 'NULL'], ['around', 'NULL'], ['5', '1700'], ['in', 'time'], ['the', 'NULL'], ['afternoon', 'NULL']]"
3816,train,i need the cost of a ticket going from denver to baltimore a first class ticket on united airlines,"answer(_fare(intersection(_airline_2(airline_code(ua)),_class_type_2(class_description(first)),_from_2(city_name(denver)),_to_2(city_name(baltimore)))))","[['i', 'answer'], ['need', 'NULL'], ['NULL', 'intersection'], ['the', 'NULL'], ['cost', '_fare'], ['of', 'NULL'], ['a', 'NULL'], ['ticket', '_class_type_2'], ['going', 'NULL'], ['from', '_from_2'], ['denver', 'city_name(denver)'], ['to', '_to_2'], ['baltimore', 'city_name(baltimore)'], ['a', 'NULL'], ['first', 'first'], ['class', 'class_description'], ['ticket', 'NULL'], ['on', 'NULL'], ['united', 'airline_code(ua)'], ['airlines', '_airline_2']]"
3817,train,what are the flights from boston to washington on october fifteenth 1991,"answer(_flight(intersection(_from_2(city_name(boston)),_to_2(city_name(washington)),_day_number_2(day_number(15)),_month_2(month(october)),_year_2(year(1991)))))","[['what', 'answer'], ['are', '_year_2'], ['NULL', 'intersection'], ['the', 'NULL'], ['flights', '_flight'], ['from', '_from_2'], ['boston', 'city_name(boston)'], ['NULL', '_day_number_2'], ['NULL', 'day_number'], ['to', '_to_2'], ['NULL', '_month_2'], ['washington', 'city_name(washington)'], ['on', 'month'], ['october', 'october'], ['NULL', 'year'], ['fifteenth', '15'], ['1991', '1991']]"
3818,train,please repeat the flight departures for monday august nineteenth from denver to pittsburgh,"answer(_flight(intersection(_from_2(city_name(denver)),_to_2(city_name(pittsburgh)),_day_2(day(monday)),_day_number_2(day_number(19)),_month_2(month(august)))))","[['please', 'answer'], ['repeat', '19'], ['NULL', 'intersection'], ['the', 'NULL'], ['flight', '_flight'], ['departures', 'NULL'], ['for', 'month'], ['NULL', '_day_2'], ['NULL', 'day'], ['monday', 'monday'], ['NULL', '_day_number_2'], ['NULL', 'day_number'], ['august', 'august'], ['nineteenth', 'NULL'], ['from', '_from_2'], ['denver', 'city_name(denver)'], ['to', '_to_2'], ['pittsburgh', 'city_name(pittsburgh)']]"
3819,train,i want to fly dallas to san francisco on monday july eighth,"answer(_flight(intersection(_from_2(city_name(dallas)),_to_2(city_name(san_francisco)),_day_2(day(monday)),_day_number_2(day_number(8)),_month_2(month(july)))))","[['i', 'answer'], ['want', 'NULL'], ['NULL', 'intersection'], ['NULL', '_from_2'], ['to', 'NULL'], ['fly', '_flight'], ['dallas', 'city_name(dallas)'], ['to', '_to_2'], ['NULL', 'day'], ['san', 'city_name(san_francisco)'], ['NULL', '_day_number_2'], ['NULL', 'day_number'], ['francisco', 'NULL'], ['NULL', '_month_2'], ['NULL', 'month'], ['on', '_day_2'], ['monday', 'monday'], ['july', 'july'], ['eighth', '8']]"
3820,train,tell me about flights on american airlines from dallas fort worth to philadelphia on june twenty ninth,"answer(_flight(intersection(_airline_2(airline_code(aa)),_from_2(city_name(dallas)),_to_2(city_name(philadelphia)),_day_number_2(day_number(29)),_month_2(month(june)))))","[['tell', 'answer'], ['me', 'NULL'], ['NULL', 'intersection'], ['about', 'NULL'], ['flights', '_flight'], ['on', 'month'], ['american', 'airline_code(aa)'], ['airlines', '_airline_2'], ['from', '_from_2'], ['dallas', 'city_name(dallas)'], ['NULL', 'day_number'], ['fort', 'NULL'], ['NULL', '_month_2'], ['worth', 'NULL'], ['to', '_to_2'], ['philadelphia', 'city_name(philadelphia)'], ['on', '_day_number_2'], ['june', 'june'], ['twenty', '29'], ['ninth', 'NULL']]"
3821,train,i'd like to fly from cleveland to indianapolis tomorrow morning as early as possible what's available,"answer(argmin_departure_time(_flight(_tomorrow(intersection(_during_day_2(day_period(morning)),_from_2(city_name(cleveland)),_to_2(city_name(indianapolis)))))))","[[""i'd"", 'answer'], ['like', 'NULL'], ['to', 'NULL'], ['fly', '_flight'], ['NULL', 'intersection'], ['from', '_from_2'], ['NULL', 'day_period'], ['cleveland', 'city_name(cleveland)'], ['to', '_to_2'], ['indianapolis', 'city_name(indianapolis)'], ['tomorrow', '_tomorrow'], ['morning', 'morning'], ['as', 'argmin_departure_time'], ['early', 'NULL'], ['as', 'NULL'], ['possible', 'NULL'], [""what's"", 'NULL'], ['available', '_during_day_2']]"
3822,train,what flights are available from pittsburgh to baltimore on july twenty fifth 1991,"answer(_flight(intersection(_from_2(city_name(pittsburgh)),_to_2(city_name(baltimore)),_day_number_2(day_number(25)),_month_2(month(july)),_year_2(year(1991)))))","[['what', 'answer'], ['flights', '_flight'], ['NULL', 'intersection'], ['are', '_year_2'], ['available', 'year'], ['from', '_from_2'], ['pittsburgh', 'city_name(pittsburgh)'], ['NULL', '_day_number_2'], ['NULL', 'day_number'], ['to', '_to_2'], ['NULL', '_month_2'], ['baltimore', 'city_name(baltimore)'], ['on', 'month'], ['july', 'july'], ['twenty', '25'], ['fifth', 'NULL'], ['1991', '1991']]"
3823,train,does any airline have an afternoon flight from boston to oakland,"answer(_airline_1(_flight(intersection(_during_day_2(day_period(afternoon)),_from_2(city_name(boston)),_to_2(city_name(oakland))))))","[['does', 'answer'], ['any', 'NULL'], ['airline', '_airline_1'], ['NULL', 'intersection'], ['have', 'NULL'], ['NULL', 'day_period'], ['an', '_during_day_2'], ['afternoon', 'afternoon'], ['flight', '_flight'], ['from', '_from_2'], ['boston', 'city_name(boston)'], ['to', '_to_2'], ['oakland', 'city_name(oakland)']]"
3824,train,what flights are available on dl from dallas to atlanta on monday morning,"answer(_flight(intersection(_airline_2(airline_code(dl)),_during_day_2(day_period(morning)),_from_2(city_name(dallas)),_to_2(city_name(atlanta)),_day_2(day(monday)))))","[['what', 'answer'], ['flights', '_flight'], ['NULL', 'intersection'], ['are', 'NULL'], ['available', 'NULL'], ['on', '_airline_2'], ['NULL', 'day_period'], ['dl', 'airline_code(dl)'], ['from', '_from_2'], ['dallas', 'city_name(dallas)'], ['to', '_to_2'], ['atlanta', 'city_name(atlanta)'], ['on', '_day_2'], ['NULL', 'day'], ['monday', 'monday'], ['morning', 'morning']]"
3825,train,are there any turboprop flights from pittsburgh to baltimore on december seventeenth,"answer(_flight(_turboprop(intersection(_from_2(city_name(pittsburgh)),_to_2(city_name(baltimore)),_day_number_2(day_number(17)),_month_2(month(december))))))","[['are', 'answer'], ['there', 'NULL'], ['any', 'NULL'], ['turboprop', '_turboprop'], ['flights', '_flight'], ['from', '_from_2'], ['pittsburgh', 'city_name(pittsburgh)'], ['to', '_to_2'], ['NULL', '_day_number_2'], ['NULL', 'day_number'], ['baltimore', 'city_name(baltimore)'], ['NULL', '_month_2'], ['on', 'month'], ['december', 'december'], ['seventeenth', '17']]"
3826,train,how much does a first class ticket cost from boston to san francisco round trip,"answer(_fare(_round_trip(intersection(_class_type_2(class_description(first)),_from_2(city_name(boston)),_to_2(city_name(san_francisco))))))","[['how', 'answer'], ['much', '_fare'], ['does', 'NULL'], ['NULL', 'intersection'], ['a', 'NULL'], ['first', 'first'], ['class', 'class_description'], ['ticket', '_class_type_2'], ['cost', 'NULL'], ['from', '_from_2'], ['boston', 'city_name(boston)'], ['to', '_to_2'], ['san', 'city_name(san_francisco)'], ['francisco', 'NULL'], ['round', '_round_trip'], ['trip', 'NULL']]"
3827,train,repeating leaving denver to san francisco before 10am what type of aircraft is used,"answer(_aircraft_1(intersection(_<_departure_time_2(time(1000)),_from_2(city_name(denver)),_to_2(city_name(san_francisco)))))","[['repeating', '1000'], ['leaving', '_from_2'], ['NULL', 'intersection'], ['denver', 'city_name(denver)'], ['NULL', 'time'], ['to', '_to_2'], ['san', 'city_name(san_francisco)'], ['francisco', 'NULL'], ['before', '_<_departure_time_2'], ['10am', 'NULL'], ['what', 'answer'], ['type', '_aircraft_1'], ['of', 'NULL'], ['aircraft', 'NULL'], ['is', 'NULL'], ['used', 'NULL']]"
3828,train,what flights are available from pittsburgh to baltimore on july twenty fifth 1991,"answer(_flight(intersection(_from_2(city_name(pittsburgh)),_to_2(city_name(baltimore)),_day_number_2(day_number(25)),_month_2(month(july)),_year_2(year(1991)))))","[['what', 'answer'], ['flights', '_flight'], ['NULL', 'intersection'], ['are', '_year_2'], ['available', 'year'], ['from', '_from_2'], ['pittsburgh', 'city_name(pittsburgh)'], ['NULL', '_day_number_2'], ['NULL', 'day_number'], ['to', '_to_2'], ['NULL', '_month_2'], ['baltimore', 'city_name(baltimore)'], ['on', 'month'], ['july', 'july'], ['twenty', '25'], ['fifth', 'NULL'], ['1991', '1991']]"
3829,train,what time are flights from denver to san francisco on continental airlines,"answer(_departure_time(_flight(intersection(_airline_2(airline_code(co)),_from_2(city_name(denver)),_to_2(city_name(san_francisco))))))","[['what', 'answer'], ['time', '_departure_time'], ['are', 'NULL'], ['flights', '_flight'], ['from', '_from_2'], ['denver', 'city_name(denver)'], ['to', '_to_2'], ['san', 'city_name(san_francisco)'], ['francisco', 'NULL'], ['on', 'NULL'], ['continental', 'airline_code(co)'], ['airlines', '_airline_2']]"
3830,train,what is the round trip cost of a first class ticket from boston to san francisco,"answer(_fare(_round_trip(intersection(_class_type_2(class_description(first)),_from_2(city_name(boston)),_to_2(city_name(san_francisco))))))","[['what', 'answer'], ['is', 'NULL'], ['the', 'NULL'], ['round', '_round_trip'], ['trip', 'NULL'], ['cost', '_fare'], ['of', 'NULL'], ['a', 'NULL'], ['first', 'first'], ['class', 'class_description'], ['ticket', '_class_type_2'], ['from', '_from_2'], ['boston', 'city_name(boston)'], ['to', '_to_2'], ['san', 'city_name(san_francisco)'], ['francisco', 'NULL']]"
3831,train,does any airline have an afternoon flight from atlanta to boston,"answer(_airline_1(_flight(intersection(_during_day_2(day_period(afternoon)),_from_2(city_name(atlanta)),_to_2(city_name(boston))))))","[['does', 'answer'], ['any', 'NULL'], ['airline', '_airline_1'], ['NULL', 'intersection'], ['have', 'NULL'], ['NULL', 'day_period'], ['an', '_during_day_2'], ['afternoon', 'afternoon'], ['flight', '_flight'], ['from', '_from_2'], ['atlanta', 'city_name(atlanta)'], ['to', '_to_2'], ['boston', 'city_name(boston)']]"
