,Unnamed: 0,ID,MR_GOLD,MR_MN,MN,PERM,CYCLES,CAYLEY
536,536,536,"answer population_1 cityid(city_name, state_name)","answer population_1 cityid(city_name, state_name)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
537,537,537,"answer population_1 cityid(city_name, state_name)","answer population_1 cityid(city_name, state_name)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
538,538,538,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
539,539,539,answer population_1 capital loc_2 largest state(all),answer population_1 capital loc_2 largest state(all),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
540,540,540,answer population_1 capital loc_2 largest state traverse_1 riverid(river_name),answer population_1 capital loc_2 largest state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5, 6, 7, 8]",(1) (2) (3) (4) (5) (6) (7) (8),0
541,541,541,answer population_1 capital loc_2 smallest state(all),answer population_1 capital loc_2 smallest state(all),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
542,542,542,answer population_1 largest city loc_2 largest_one area_1 state(all),answer population_1 largest city loc_2 state(all) largest_one area_1,0,"[1, 2, 3, 4, 5, 8, 6, 7]","(1) (2) (3) (4) (5) (6, 8, 7)",2
543,543,543,answer population_1 largest state(all),answer population_1 largest state(all),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
544,544,544,answer population_1 largest state next_to_2 stateid(state_name),answer population_1 largest state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
545,545,545,answer population_1 major city loc_2 stateid(state_name),answer population_1 major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
546,546,546,answer smallest population_1 state(all),answer population_1 smallest state(all),0,"[1, 3, 2, 4]","(1) (2, 3) (4)",1
547,547,547,answer population_1 most state next_to_2 state(all),answer population_1 state next_to_2 most state(all),0,"[1, 2, 4, 5, 3, 6]","(1) (2) (3, 4, 5) (6)",2
548,548,548,answer population_1 largest_one density_1 state(all),answer population_1 state(all) largest_one density_1,0,"[1, 2, 5, 3, 4]","(1) (2) (3, 5, 4)",2
549,549,549,answer population_1 largest_one area_1 state(all),answer population_1 state(all) largest_one area_1,0,"[1, 2, 5, 3, 4]","(1) (2) (3, 5, 4)",2
550,550,550,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
551,551,551,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
552,552,552,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
553,553,553,"answer population_1 cityid(city_name, state_name)","answer population_1 cityid(city_name, state_name)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
554,554,554,answer river traverse_2 stateid(state_name),answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
555,555,555,answer shortest river(all),answer shortest river(all),1,"[1, 2, 3]",(1) (2) (3),0
556,556,556,answer shortest river loc_2 stateid(state_name),answer shortest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
557,557,557,answer shortest river loc_2 stateid(state_name),answer shortest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
558,558,558,answer shortest river loc_2 stateid(state_name),answer shortest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
559,559,559,answer shortest river loc_2 stateid(state_name),answer shortest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
560,560,560,answer shortest river loc_2 countryid(country_name),answer shortest river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
561,561,561,answer shortest river loc_2 countryid(country_name),answer shortest river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
562,562,562,answer shortest river loc_2 countryid(country_name),answer shortest river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
563,563,563,answer size stateid(state_name),answer size stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
564,564,564,answer size stateid(state_name),answer size stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
565,565,565,answer size stateid(state_name),answer size stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0
566,566,566,answer size capital loc_2 stateid(state_name),answer size capital loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
567,567,567,answer size largest state loc_2 countryid(country_name),answer size largest state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
568,568,568,answer smallest city loc_2 stateid(state_name),answer smallest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
569,569,569,answer smallest city loc_2 stateid(state_name),answer smallest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
570,570,570,answer smallest city loc_2 stateid(state_name),answer smallest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
571,571,571,answer smallest city loc_2 largest state(all),answer smallest city loc_2 largest state(all),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
572,572,572,answer smallest city loc_2 countryid(country_name),answer smallest city loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
573,573,573,answer smallest city loc_2 countryid(country_name),answer smallest city loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
574,574,574,answer smallest city loc_2 stateid(state_name),answer smallest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
575,575,575,answer smallest city loc_2 smallest state loc_2 countryid(country_name),answer smallest city loc_2 smallest state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7, 8]",(1) (2) (3) (4) (5) (6) (7) (8),0
576,576,576,answer smallest state next_to_2 stateid(state_name),answer smallest state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
577,577,577,answer smallest state next_to_2 stateid(state_name),answer smallest state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
578,578,578,answer smallest_one area_1 state(all),answer smallest_one state(all) area_1,0,"[1, 2, 4, 3]","(1) (2) (3, 4)",1
579,579,579,answer smallest state loc_2 countryid(country_name),answer smallest state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
580,580,580,answer smallest state next_to_2 stateid(state_name),answer smallest state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
581,581,581,answer smallest most state next_to_2 state(all),answer smallest state next_to_2 most state(all),0,"[1, 2, 4, 5, 3, 6]","(1) (2) (3, 4, 5) (6)",2
582,582,582,answer smallest state traverse_1 riverid(river_name),answer smallest state riverid(river_name) traverse_1,0,"[1, 2, 3, 5, 4]","(1) (2) (3) (4, 5)",1
583,583,583,answer smallest state traverse_1 longest river(all),answer smallest state traverse_1 longest river(all),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
584,584,584,answer state loc_1 highest place(all),answer state loc_1 highest place(all),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
585,585,585,answer state loc_1 highest place loc_2 countryid(country_name),answer state loc_1 highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0
586,586,586,answer largest_one area_1 state(all),answer state(all) largest_one area_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
587,587,587,answer largest_one density_1 state loc_2 countryid(country_name),answer state largest_one density_1 loc_2 countryid(country_name),0,"[1, 4, 2, 3, 5, 6]","(1) (2, 4, 3) (5) (6)",2
588,588,588,answer largest_one density_1 state(all),answer state(all) largest_one density_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
589,589,589,answer state loc_1 lowest place(all),answer state loc_1 lowest place(all),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
590,590,590,answer smallest_one population_1 state(all),answer state(all) smallest_one population_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
591,591,591,answer smallest_one density_1 state(all),answer state(all) smallest_one density_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
592,592,592,answer smallest_one area_1 state(all),answer state(all) smallest_one area_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
593,593,593,answer highest mountain loc_2 countryid(country_name),answer highest mountain loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
594,594,594,answer highest mountain loc_2 countryid(country_name),answer highest mountain loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
595,595,595,answer area_1 countryid(country_name),answer area_1 countryid(country_name),1,"[1, 2, 3]",(1) (2) (3),0
596,596,596,answer sum len river(all),answer sum len river(all),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
597,597,597,answer sum population_1 state next_to_2 stateid(state_name),answer sum population_1 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
598,598,598,answer len riverid(river_name),answer len riverid(river_name),1,"[1, 2, 3]",(1) (2) (3),0
599,599,599,answer major city loc_2 stateid(state_name),answer major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
600,600,600,answer major river traverse_2 stateid(state_name),answer major river traverse_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
601,601,601,answer mountain loc_2 stateid(state_name),answer mountain loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
602,602,602,answer river traverse_2 stateid(state_name),answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
603,603,603,answer river traverse_2 stateid(state_name),answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
604,604,604,answer most river traverse_2 state(all),answer river traverse_2 most state(all),0,"[1, 3, 4, 2, 5]","(1) (2, 3, 4) (5)",2
605,605,605,answer longest river loc_2 countryid(country_name),answer river longest loc_2 countryid(country_name),0,"[1, 3, 2, 4, 5]","(1) (2, 3) (4) (5)",1
606,606,606,answer river traverse_2 stateid(state_name),answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
607,607,607,answer most river traverse_2 state(all),answer river traverse_2 most state(all),0,"[1, 3, 4, 2, 5]","(1) (2, 3, 4) (5)",2
608,608,608,answer river traverse_2 most state loc_1 city(all),answer river traverse_2 state loc_1 most city(all),0,"[1, 2, 3, 5, 6, 4, 7]","(1) (2) (3) (4, 5, 6) (7)",2
609,609,609,answer river traverse_2 stateid(state_name),answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
610,610,610,answer most river traverse_2 state(all),answer river traverse_2 most state(all),0,"[1, 3, 4, 2, 5]","(1) (2, 3, 4) (5)",2
611,611,611,answer river traverse_2 most state next_to_2 state(all),answer river traverse_2 state next_to_2 most state(all),0,"[1, 2, 3, 5, 6, 4, 7]","(1) (2) (3) (4, 5, 6) (7)",2
612,612,612,answer river loc_2 stateid(state_name),answer river loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
613,613,613,answer river loc_2 stateid(state_name),answer river loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
614,614,614,answer river loc_2 stateid(state_name),answer river loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
615,615,615,answer river loc_2 state next_to_2 stateid(state_name),answer river loc_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
616,616,616,answer river loc_2 stateid(state_name),answer river loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
617,617,617,answer river loc_2 stateid(state_name),answer river loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
618,618,618,answer river loc_2 stateid(state_name),answer river loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
619,619,619,answer exclude river(all) traverse_2 stateid(state_name),answer river(all) exclude traverse_2 stateid(state_name),0,"[1, 3, 2, 4, 5]","(1) (2, 3) (4) (5)",1
620,620,620,answer river traverse_2 stateid(state_name),answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
621,621,621,answer river traverse_2 stateid(state_name),answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
622,622,622,answer river traverse_2 state next_to_1 stateid(state_name),answer river traverse_2 state stateid(state_name) next_to_1,0,"[1, 2, 3, 4, 6, 5]","(1) (2) (3) (4) (5, 6)",1
623,623,623,answer river traverse_2 state next_to_2 largest_one population_1 state(all),answer river traverse_2 state next_to_2 state(all) largest_one population_1,0,"[1, 2, 3, 4, 5, 8, 6, 7]","(1) (2) (3) (4) (5) (6, 8, 7)",2
624,624,624,answer river traverse_2 largest state(all),answer river traverse_2 largest state(all),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
625,625,625,answer river traverse_2 largest_one population_1 state(all),answer river traverse_2 state(all) largest_one population_1,0,"[1, 2, 3, 6, 4, 5]","(1) (2) (3) (4, 6, 5)",2
626,626,626,answer river traverse_2 stateid(state_name),answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
627,627,627,"answer river traverse_2 cityid(city_name, state_name)","answer river traverse_2 cityid(city_name, state_name)",1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
628,628,628,answer river traverse_2 stateid(state_name),answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
629,629,629,answer river traverse_2 stateid(state_name),answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
630,630,630,answer river traverse_2 stateid(state_name),answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
631,631,631,answer river traverse_2 stateid(state_name),answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
632,632,632,answer river traverse_2 state loc_1 lowest place loc_2 countryid(country_name),answer river traverse_2 state loc_1 lowest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",(1) (2) (3) (4) (5) (6) (7) (8) (9),0
633,633,633,"answer river traverse_2 state next_to_2 state loc_1 capital cityid(city_name, _)","answer river traverse_2 state next_to_2 state loc_1 capital cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",(1) (2) (3) (4) (5) (6) (7) (8) (9) (10),0
634,634,634,answer river traverse_2 stateid(west virginia,answer river traverse_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
635,635,635,answer river traverse_2 most state next_to_2 state(all),answer river traverse_2 state next_to_2 most state(all),0,"[1, 2, 3, 5, 6, 4, 7]","(1) (2) (3) (4, 5, 6) (7)",2
636,636,636,answer largest_one population_1 state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name) largest_one population_1,0,"[1, 4, 5, 6, 2, 3]","(1) (2, 4, 6, 3, 5)",4
637,637,637,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
638,638,638,answer most state next_to_2 state(all),answer state next_to_2 most state(all),0,"[1, 3, 4, 2, 5]","(1) (2, 3, 4) (5)",2
639,639,639,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
640,640,640,answer fewest state next_to_2 state(all),answer state next_to_2 fewest state(all),0,"[1, 3, 4, 2, 5]","(1) (2, 3, 4) (5)",2
641,641,641,answer fewest state next_to_2 exclude exclude state(all) stateid(state_name) stateid(state_name),answer state next_to_2 fewest state(all) exclude stateid(state_name) exclude stateid(state_name),0,"[1, 3, 4, 2, 7, 5, 8, 6, 9]","(1) (2, 3, 4) (5, 7, 8, 6) (9)",5
642,642,642,answer most state next_to_2 state(all),answer state next_to_2 most state(all),0,"[1, 3, 4, 2, 5]","(1) (2, 3, 4) (5)",2
643,643,643,answer state next_to_2 smallest_one population_1 state(all),answer state next_to_2 state(all) smallest_one population_1,0,"[1, 2, 3, 6, 4, 5]","(1) (2) (3) (4, 6, 5)",2
644,644,644,answer state loc_1 highest place loc_2 countryid(country_name),answer state loc_1 highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0
645,645,645,answer state loc_1 highest place loc_2 state traverse_1 riverid(river_name),answer state loc_1 highest place loc_2 state riverid(river_name) traverse_1,0,"[1, 2, 3, 4, 5, 6, 7, 9, 8]","(1) (2) (3) (4) (5) (6) (7) (8, 9)",1
646,646,646,answer state loc_1 highest place(all),answer state loc_1 highest place(all),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
647,647,647,answer exclude state(all) loc_1 river(all),answer state(all) loc_1 exclude river(all),0,"[1, 3, 4, 2, 5]","(1) (2, 3, 4) (5)",2
648,648,648,"answer state loc_1 capital cityid(city_name, _)","answer state loc_1 capital cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
649,649,649,"answer state loc_1 city cityid(city_name, _)","answer state loc_1 city cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
650,650,650,answer state loc_1 largest_one population_1 city(all),answer state loc_1 city(all) largest_one population_1,0,"[1, 2, 3, 6, 4, 5]","(1) (2) (3) (4, 6, 5)",2
651,651,651,answer state loc_1 largest_one population_1 city(all),answer state loc_1 city(all) largest_one population_1,0,"[1, 2, 3, 6, 4, 5]","(1) (2) (3) (4, 6, 5)",2
652,652,652,answer largest_one density_1 state(all),answer state(all) largest_one density_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
653,653,653,answer state loc_1 highest place(all),answer state loc_1 highest place(all),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
654,654,654,answer largest_one population_1 state(all),answer state(all) largest_one population_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
655,655,655,answer largest_one density_1 state(all),answer state(all) largest_one density_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
656,656,656,answer largest_one area_1 state(all),answer state(all) largest_one area_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
657,657,657,answer state loc_1 largest capital(all),answer state loc_1 largest capital(all),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
658,658,658,answer state loc_1 largest city(all),answer state loc_1 largest city(all),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
659,659,659,answer largest_one population_1 state(all),answer state(all) largest_one population_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
660,660,660,answer largest_one density_1 state(all),answer state(all) largest_one density_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
661,661,661,answer largest_one population_1 state(all),answer state(all) largest_one population_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
662,662,662,answer smallest_one density_1 state(all),answer state(all) smallest_one density_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
663,663,663,answer state loc_1 longest river(all),answer state loc_1 longest river(all),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
664,664,664,answer smallest_one density_1 state(all),answer state(all) smallest_one density_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
665,665,665,answer most state loc_1 city(all),answer state loc_1 most city(all),0,"[1, 3, 4, 2, 5]","(1) (2, 3, 4) (5)",2
666,666,666,answer most state loc_1 major city(all),answer state loc_1 most major city(all),0,"[1, 3, 4, 2, 5, 6]","(1) (2, 3, 4) (5) (6)",2
667,667,667,answer most state traverse_1 major river(all),answer state most major river(all) traverse_1,0,"[1, 3, 2, 5, 6, 4]","(1) (2, 3) (4, 5, 6)",3
668,668,668,answer largest_one population_1 state(all),answer state(all) largest_one population_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
669,669,669,answer most state loc_1 river(all),answer state loc_1 most river(all),0,"[1, 3, 4, 2, 5]","(1) (2, 3, 4) (5)",2
670,670,670,answer most state traverse_1 river(all),answer state most river(all) traverse_1,0,"[1, 3, 2, 5, 4]","(1) (2, 3) (4, 5)",2
671,671,671,answer state loc_1 shortest river(all),answer state loc_1 shortest river(all),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
672,672,672,answer smallest_one area_1 state(all),answer state(all) smallest_one area_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
673,673,673,answer state loc_1 smallest capital(all),answer state loc_1 smallest capital(all),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0
674,674,674,answer smallest_one population_1 state(all),answer state(all) smallest_one population_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
675,675,675,answer smallest_one density_1 state(all),answer state(all) smallest_one density_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
676,676,676,answer smallest_one population_1 state(all),answer state(all) smallest_one population_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
677,677,677,answer smallest_one density_1 state(all),answer state(all) smallest_one density_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
678,678,678,"answer state loc_1 cityid(city_name, _)","answer state cityid(city_name, _) loc_1",0,"[1, 2, 4, 5, 3]","(1) (2) (3, 4, 5)",2
679,679,679,"answer state loc_1 capital cityid(city_name, _)","answer state cityid(city_name, _) capital loc_1",0,"[1, 2, 5, 6, 4, 3]","(1) (2) (3, 5, 4, 6)",3
680,680,680,"answer state loc_1 cityid(city_name, _)","answer state cityid(city_name, _) loc_1",0,"[1, 2, 4, 5, 3]","(1) (2) (3, 4, 5)",2
681,681,681,"answer state loc_1 capital cityid(city_name, _)","answer state cityid(city_name, _) capital loc_1",0,"[1, 2, 5, 6, 4, 3]","(1) (2) (3, 5, 4, 6)",3
682,682,682,"answer state loc_1 cityid(city_name, _)","answer state cityid(city_name, _) loc_1",0,"[1, 2, 4, 5, 3]","(1) (2) (3, 4, 5)",2
683,683,683,"answer state loc_1 cityid(city_name, _)","answer state cityid(city_name, _) loc_1",0,"[1, 2, 4, 5, 3]","(1) (2) (3, 4, 5)",2
684,684,684,"answer state loc_1 cityid(city_name, _)","answer state cityid(city_name, _) loc_1",0,"[1, 2, 4, 5, 3]","(1) (2) (3, 4, 5)",2
685,685,685,"answer state loc_1 cityid(city_name, _)","answer state cityid(city_name, _) loc_1",0,"[1, 2, 4, 5, 3]","(1) (2) (3, 4, 5)",2
686,686,686,answer largest state(all),answer state(all) largest,0,"[1, 3, 2]","(1) (2, 3)",1
687,687,687,answer largest_one population_1 state(all),answer state(all) largest_one population_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2
688,688,688,answer state most state loc_1 river(all),answer state state loc_1 most river(all),0,"[1, 2, 4, 5, 3, 6]","(1) (2) (3, 4, 5) (6)",2
689,689,689,answer largest_one population_1 state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name) largest_one population_1,0,"[1, 4, 5, 6, 2, 3]","(1) (2, 4, 6, 3, 5)",4
690,690,690,answer largest state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name) largest,0,"[1, 3, 4, 5, 2]","(1) (2, 3, 4, 5)",3
691,691,691,answer largest_one population_1 state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1 largest_one population_1,0,"[1, 4, 6, 5, 2, 3]","(1) (2, 4, 5) (3, 6)",3
692,692,692,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
693,693,693,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
694,694,694,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
695,695,695,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
696,696,696,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
697,697,697,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
698,698,698,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
699,699,699,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
700,700,700,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
701,701,701,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
702,702,702,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
703,703,703,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
704,704,704,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
705,705,705,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
706,706,706,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
707,707,707,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
708,708,708,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
709,709,709,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0
710,710,710,answer state next_to_2 state next_to_2 stateid(state_name),answer state next_to_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
711,711,711,answer state next_to_2 state next_to_2 stateid(state_name),answer state next_to_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0
712,712,712,answer state next_to_2 state next_to_2 state next_to_2 stateid(state_name),answer state next_to_2 state next_to_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7, 8]",(1) (2) (3) (4) (5) (6) (7) (8),0
713,713,713,answer state next_to_2 state next_to_2 state next_to_2 state next_to_2 stateid(state_name),answer state next_to_2 state next_to_2 state next_to_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",(1) (2) (3) (4) (5) (6) (7) (8) (9) (10),0
